NO,INCHIKEY,Ontology,Platform,,,,,,,,,,,,
541,FIJFPUAJUDAZEY-UHFFFAOYSA-N,PE,Lipidomics,,,,,,,,,,,,
542,YCFMUVIXSYGBEZ-UHFFFAOYSA-N,PC,Lipidomics,,,,,,,,,,,,
543,OPUHJXNRXZLPPO-UHFFFAOYSA-N,CE,Lipidomics,,,,,,,,,,,,
544,ZEFGRNLJASLRBZ-UHFFFAOYSA-N,PG,Lipidomics,,,,,,,,,,,,
545,QIJJGYHBXLEBJV-UHFFFAOYSA-N,PE,Lipidomics,,,,,,,,,,,,
546,LYTUERCDYBANSA-UHFFFAOYSA-N,PC,Lipidomics,,,,,,,,,,,,
547,QYQQQPNALPPCSD-UHFFFAOYSA-N,PE,Lipidomics,,,,,,,,,,,,
548,YARMYJKPPFMPIW-UHFFFAOYSA-N,PE,Lipidomics,,,,,,,,,,,,
549,RFOGFYOJQPDCNI-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
550,WPZBPGLDPHSUSA-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
551,MGZGECCESHPTFR-UHFFFAOYSA-N,PE,Lipidomics,,,,,,,,,,,,
552,FVXDQWZBHIXIEJ-UHFFFAOYSA-N,PC,Lipidomics,,,,,,,,,,,,
553,GHZVEINRKWBYNY-UHFFFAOYSA-N,PE,Lipidomics,,,,,,,,,,,,
554,RIBSYLFDZQICKH-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
555,BBJBWENPFZYXKM-UHFFFAOYSA-N,SM,Lipidomics,,,,,,,,,,,,
556,RKRYLPRHFNWQBD-UHFFFAOYSA-N,PE,Lipidomics,,,,,,,,,,,,
557,VBFKEZGCUWHGSK-UHFFFAOYSA-N,SM,Lipidomics,,,,,,,,,,,,
558,FWSMYTAYJPWCRH-UHFFFAOYSA-N,CL,Lipidomics,,,,,,,,,,,,
559,FJJANLYCZUNFSE-UHFFFAOYSA-N,SM,Lipidomics,,,,,,,,,,,,
560,UYNRUZRNIIZJOO-UHFFFAOYSA-N,PE,Lipidomics,,,,,,,,,,,,
561,GYYDLTHVEBYZCP-UHFFFAOYSA-N,PS,Lipidomics,,,,,,,,,,,,
562,PDZPSKRWTVEJHS-UHFFFAOYSA-N,BMP,Lipidomics,,,,,,,,,,,,
563,QJNDLYSSLHZQNB-UHFFFAOYSA-N,PC,Lipidomics,,,,,,,,,,,,
564,MRTWDMWSTHCVCU-UHFFFAOYSA-N,SM,Lipidomics,,,,,,,,,,,,
565,XNZFLHDUNBGYBT-UHFFFAOYSA-N,PC,Lipidomics,,,,,,,,,,,,
566,XFZIHJKXGDBFFE-UHFFFAOYSA-N,CL,Lipidomics,,,,,,,,,,,,
567,ORHQIMMGYUCYFD-UHFFFAOYSA-N,BMP,Lipidomics,,,,,,,,,,,,
568,KUGMHZMPMPRONI-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
569,BRJYLBKRWAAAEC-UHFFFAOYSA-N,PG,Lipidomics,,,,,,,,,,,,
570,DTYJSYMMNJFNCQ-UHFFFAOYSA-N,PG,Lipidomics,,,,,,,,,,,,
571,XYYHNDVKALDFHQ-UHFFFAOYSA-N,PE,Lipidomics,,,,,,,,,,,,
572,KYERVKWKQQBRQB-UHFFFAOYSA-N,PE,Lipidomics,,,,,,,,,,,,
573,ZCXRIDHJRROVJY-UHFFFAOYSA-N,BMP,Lipidomics,,,,,,,,,,,,
574,JPRWHUSRRGNLOV-UHFFFAOYSA-N,PG,Lipidomics,,,,,,,,,,,,
575,LZHJRINKBLRTBP-UHFFFAOYSA-N,PE,Lipidomics,,,,,,,,,,,,
576,QQQQNYAHSSIZBU-UHFFFAOYSA-N,PC,Lipidomics,,,,,,,,,,,,
577,JORMHQSOEAESEA-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
578,HUFCXYMYEWLLHT-UHFFFAOYSA-N,PG,Lipidomics,,,,,,,,,,,,
579,IOSMTWQOMVSNAG-UHFFFAOYSA-N,PG,Lipidomics,,,,,,,,,,,,
580,TVACGFJBGVEGCR-UHFFFAOYSA-N,PE,Lipidomics,,,,,,,,,,,,
581,DXWWZGSYACJKKM-UHFFFAOYSA-N,PC,Lipidomics,,,,,,,,,,,,
582,AWWORGINWHIAMT-UHFFFAOYSA-N,Cer,Lipidomics,,,,,,,,,,,,
583,JYICXCHHKWVGEI-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
584,AUXSCXICKMGRJE-UHFFFAOYSA-N,PG,Lipidomics,,,,,,,,,,,,
585,ODHQFFNXKQCMPG-UHFFFAOYSA-N,PG,Lipidomics,,,,,,,,,,,,
586,MQJVNCDSLXOUIG-UHFFFAOYSA-N,PE,Lipidomics,,,,,,,,,,,,
587,FWFYKTALQSTAHK-UHFFFAOYSA-N,PE,Lipidomics,,,,,,,,,,,,
588,QAQLMTPGVRHDLS-UHFFFAOYSA-N,PC,Lipidomics,,,,,,,,,,,,
589,DADOWNLSSLNCDI-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
590,JDHPBMPBPWNFFB-UHFFFAOYSA-N,PG,Lipidomics,,,,,,,,,,,,
591,VJINYLSIHWEXHT-UHFFFAOYSA-N,SM,Lipidomics,,,,,,,,,,,,
592,IGHJUCJKVMYXPY-UHFFFAOYSA-N,PE,Lipidomics,,,,,,,,,,,,
593,FPYINRYOMVUKGU-UHFFFAOYSA-N,PE,Lipidomics,,,,,,,,,,,,
594,HIGXQDJTUMSNNI-UHFFFAOYSA-N,PE,Lipidomics,,,,,,,,,,,,
595,BFGIWFDXBGGGCM-UHFFFAOYSA-N,SM,Lipidomics,,,,,,,,,,,,
596,RSDIQTNCDWUNDP-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
597,OVYUCRJIADAISG-UHFFFAOYSA-N,PE,Lipidomics,,,,,,,,,,,,
598,LOOVXTAPKGYHKO-UHFFFAOYSA-N,PC,Lipidomics,,,,,,,,,,,,
599,FWHVZNCIAUKGET-UHFFFAOYSA-N,PE,Lipidomics,,,,,,,,,,,,
600,JHXKEJLQGXIWBT-UHFFFAOYSA-N,CL,Lipidomics,,,,,,,,,,,,
601,SXZWBNWTCVLZJN-UHFFFAOYSA-N,SM,Lipidomics,,,,,,,,,,,,
602,BNECTKMEERMVHG-UHFFFAOYSA-N,PE,Lipidomics,,,,,,,,,,,,
603,DVORBDNMFJOJPJ-UHFFFAOYSA-N,PC,Lipidomics,,,,,,,,,,,,
604,UQDRUNRYKYCQDW-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
605,CPOPOZSDGOBADR-UHFFFAOYSA-N,PE,Lipidomics,,,,,,,,,,,,
606,HFHPULQIGJZKNH-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
607,PZHUALGKWAAJRK-UHFFFAOYSA-N,PC,Lipidomics,,,,,,,,,,,,
608,RCYIETYFTUBXFK-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
609,MPRUFCBDVPRXBB-UHFFFAOYSA-N,SM,Lipidomics,,,,,,,,,,,,
610,BLIGKERFCBUUQF-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
611,LVVDEVHUTIMHAK-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
612,PNUJDINUZYVQHI-UHFFFAOYSA-N,SM,Lipidomics,,,,,,,,,,,,
613,MWYCBAGSQFAJQA-UHFFFAOYSA-N,BMP,Lipidomics,,,,,,,,,,,,
614,WKZHECFHXLTOLJ-UHFFFAOYSA-N,SM,Lipidomics,,,,,,,,,,,,
615,CEDXKMNCNWCTEY-UHFFFAOYSA-N,PS,Lipidomics,,,,,,,,,,,,
616,TVFVBBSTVCGTMQ-UHFFFAOYSA-N,CL,Lipidomics,,,,,,,,,,,,
617,JIQFQAHBOWXOCN-UHFFFAOYSA-N,PG,Lipidomics,,,,,,,,,,,,
618,PUWJAMDIFZSNDQ-UHFFFAOYSA-N,CL,Lipidomics,,,,,,,,,,,,
619,SJKQWVPGRUTFNL-UHFFFAOYSA-N,SM,Lipidomics,,,,,,,,,,,,
620,QEDPUVGSSDPBMD-UHFFFAOYSA-N,SM,Lipidomics,,,,,,,,,,,,
621,FGLCTGHXZAQEIH-UHFFFAOYSA-N,PG,Lipidomics,,,,,,,,,,,,
622,XPYGWWVHYLRURU-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
623,GMXYXYLCBAOPHA-UHFFFAOYSA-N,PG,Lipidomics,,,,,,,,,,,,
624,XNXMMEMRDYKPCA-UHFFFAOYSA-N,SM,Lipidomics,,,,,,,,,,,,
625,QCFJGGGLLYWWOZ-UHFFFAOYSA-N,CL,Lipidomics,,,,,,,,,,,,
626,IPDGPHBVFRINHK-UHFFFAOYSA-N,CL,Lipidomics,,,,,,,,,,,,
627,MWJZGUPJPKCTCF-UHFFFAOYSA-N,PC,Lipidomics,,,,,,,,,,,,
628,IWSNEFQVYNGXGZ-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
629,FZJRPYWBMGYDIA-UHFFFAOYSA-N,PG,Lipidomics,,,,,,,,,,,,
630,WNUKINJGEFXAQQ-UHFFFAOYSA-N,SM,Lipidomics,,,,,,,,,,,,
631,ZMGLCPZNKRMLRI-UHFFFAOYSA-N,PE,Lipidomics,,,,,,,,,,,,
632,QBZALASVZLFAHF-UHFFFAOYSA-N,PC,Lipidomics,,,,,,,,,,,,
633,YUIIXXZIUIOJQY-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
634,WJARKIPCZUQEHB-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
635,CLQKBJHAUYGCOB-UHFFFAOYSA-N,PG,Lipidomics,,,,,,,,,,,,
636,CQUYJUBJYGZBBD-UHFFFAOYSA-N,PG,Lipidomics,,,,,,,,,,,,
637,JAMPNNNOPHDTDM-UHFFFAOYSA-N,PG,Lipidomics,,,,,,,,,,,,
638,WUNCBSUNXGPDGG-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
639,JJGRLJWUKWROSG-UHFFFAOYSA-N,PE,Lipidomics,,,,,,,,,,,,
640,QOMNJAFKOIAYPY-UHFFFAOYSA-N,PE,Lipidomics,,,,,,,,,,,,
641,CNFXZBRCOHOJAB-UHFFFAOYSA-N,PE,Lipidomics,,,,,,,,,,,,
642,BZXCCERKQLEEOD-UHFFFAOYSA-N,PC,Lipidomics,,,,,,,,,,,,
643,GPXZOHHIWJNYTJ-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
644,LKKSDDHQPCIQOD-UHFFFAOYSA-N,PG,Lipidomics,,,,,,,,,,,,
645,WILIVYLAXKBSMR-UHFFFAOYSA-N,SM,Lipidomics,,,,,,,,,,,,
646,IJXMVNJNIOUHCI-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
647,GPMMRGXINSRRKI-UHFFFAOYSA-N,PE,Lipidomics,,,,,,,,,,,,
648,YURHMYJQEBXJAA-UHFFFAOYSA-N,CL,Lipidomics,,,,,,,,,,,,
649,NADQUAWHHDCISZ-UHFFFAOYSA-N,PC,Lipidomics,,,,,,,,,,,,
650,PVNIQBQSYATKKL-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
651,XHQYBFXVOWIXBR-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
652,NJRLOLMQFJOYGA-UHFFFAOYSA-N,PE,Lipidomics,,,,,,,,,,,,
653,GJKKEUNSZXXHRK-UHFFFAOYSA-N,PE,Lipidomics,,,,,,,,,,,,
654,BHMUDWXZQURNAR-UHFFFAOYSA-N,SM,Lipidomics,,,,,,,,,,,,
655,HZQGLAQCNUAUPN-UHFFFAOYSA-N,PE,Lipidomics,,,,,,,,,,,,
656,FYSXKRCWNWKLJK-UHFFFAOYSA-N,CL,Lipidomics,,,,,,,,,,,,
657,JONXXLXMISNQNG-UHFFFAOYSA-N,SM,Lipidomics,,,,,,,,,,,,
658,BFCSBEFTXQRIOJ-UHFFFAOYSA-N,PC,Lipidomics,,,,,,,,,,,,
659,CQSXCZMDDSQLAG-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
660,BSNJSZUDOMPYIR-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
661,UNLQNCABWOVYJJ-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
662,NPUZNMTYFITZNX-UHFFFAOYSA-N,PMeOH,Lipidomics,,,,,,,,,,,,
663,CSYOKGMSOQTVIZ-UHFFFAOYSA-N,SM,Lipidomics,,,,,,,,,,,,
664,XOBVZXPSSBHSRZ-UHFFFAOYSA-N,PS,Lipidomics,,,,,,,,,,,,
665,VZNVSSRNAYGTMV-UHFFFAOYSA-N,BMP,Lipidomics,,,,,,,,,,,,
666,IVRUJYRTYXTTIH-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
667,GICVEKWPNMBUBY-UHFFFAOYSA-N,SM,Lipidomics,,,,,,,,,,,,
668,LAZJKCIEKXXTKC-UHFFFAOYSA-N,BMP,Lipidomics,,,,,,,,,,,,
669,AILFLMBKKHFELF-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
670,TTWJTJMWHOYBPQ-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
671,YDODBXWAZBDOGC-UHFFFAOYSA-N,PG,Lipidomics,,,,,,,,,,,,
672,COSXBLILAJCWFU-UHFFFAOYSA-N,SM,Lipidomics,,,,,,,,,,,,
673,VUCJVZAQCHFOLS-UHFFFAOYSA-N,BMP,Lipidomics,,,,,,,,,,,,
674,JIYOBVLNWIKCOS-UHFFFAOYSA-N,PS,Lipidomics,,,,,,,,,,,,
675,SRMKCMJXKAKEER-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
676,PXGYOZRGORMCOJ-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
677,NKKUHWUBWLYVOR-UHFFFAOYSA-N,PG,Lipidomics,,,,,,,,,,,,
678,YXEXWUZHFGYOHJ-UHFFFAOYSA-N,SM,Lipidomics,,,,,,,,,,,,
679,UUBFQQSZONTKHN-UHFFFAOYSA-N,DG,Lipidomics,,,,,,,,,,,,
680,RJWTVABTJFBKKS-UHFFFAOYSA-N,CL,Lipidomics,,,,,,,,,,,,
681,KWAXGWUDHUPXQN-UHFFFAOYSA-N,BMP,Lipidomics,,,,,,,,,,,,
682,BVZCCLFFAYZNFZ-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
683,NPEYXZJWGARJPB-UHFFFAOYSA-N,PG,Lipidomics,,,,,,,,,,,,
684,WYUJHUHIPXIISK-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
685,VRAWSAPVSSLIRI-UHFFFAOYSA-N,SM,Lipidomics,,,,,,,,,,,,
686,GUBIHPZBPPNTRN-UHFFFAOYSA-N,DG,Lipidomics,,,,,,,,,,,,
687,RHUJINIOQZVHBP-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
688,AHVNKMVDLSEKOY-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
689,VPSNROSTZAMHMK-UHFFFAOYSA-N,PG,Lipidomics,,,,,,,,,,,,
690,HDFLQJUGWGNORO-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
691,CZPYMAGMSLWLCX-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
692,XGBWHZCQDOSKLU-UHFFFAOYSA-N,PE,Lipidomics,,,,,,,,,,,,
693,KFVQLYMWYGWBGT-UHFFFAOYSA-N,PE,Lipidomics,,,,,,,,,,,,
694,TWJCMQZMAPGUSG-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
695,GTOYFHSNXPGLKS-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
696,XDYQJJJMHMWXMC-UHFFFAOYSA-N,PE,Lipidomics,,,,,,,,,,,,
697,FOEMWXLFCHTQNO-UHFFFAOYSA-N,PC,Lipidomics,,,,,,,,,,,,
698,YHMDGPZOSGBQRH-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
699,WLFXGZDFDKIDIL-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
700,YHPPEKFMAUATQU-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
701,PAWXFQGHNCLNPB-UHFFFAOYSA-N,PC,Lipidomics,,,,,,,,,,,,
702,XDZZLVDLFBXEDN-UHFFFAOYSA-N,PC,Lipidomics,,,,,,,,,,,,
703,DQKMNCLZNGAXNX-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
704,AFLXUGKIZQFJJI-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
705,FQGSWQFJOVVRRB-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
706,VEGWTLAYXMHOLL-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
707,QWTFYPSZVRBIAD-UHFFFAOYSA-N,Cer,Lipidomics,,,,,,,,,,,,
708,VWRYMIZQLPXULA-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
709,JTPRPYYVVJBCFF-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
710,QYGUVMNYONSJMO-UHFFFAOYSA-N,SM,Lipidomics,,,,,,,,,,,,
711,PPSIGYPGYRMASJ-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
712,MXJMOLQIXMJUEL-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
713,AUTHWUWXNBGLGD-UHFFFAOYSA-N,BMP,Lipidomics,,,,,,,,,,,,
714,VMZMPPFYTBICED-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
715,LALGUHSIWLNTNW-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
716,ZEUHVTNLATXNTF-UHFFFAOYSA-N,BMP,Lipidomics,,,,,,,,,,,,
717,XSJJDKZIKGEEOF-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
718,YQTVDFFNLVLBEJ-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
719,YOBFISPJJWPPTK-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
720,MIHLTJZHRJACQQ-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
721,KXJVAWVASGQSKF-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
722,VVLTVGHUNHURRZ-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
723,RHDRMOUSDQDVCE-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
724,XACKZSRNTPEYBU-UHFFFAOYSA-N,PG,Lipidomics,,,,,,,,,,,,
725,ISSGPXMQOMAFMJ-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
726,VZZOWFZIFMTEHE-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
727,CUUFJKHDLYOFQO-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
728,YVLSJEQNDDKMQI-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
729,XLPVYDBPWNWRKK-UHFFFAOYSA-N,PG,Lipidomics,,,,,,,,,,,,
730,OAYKZSIIYSIOLL-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
731,AKXOLZHGXLRPBQ-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
732,QWASJHDKAHGKTD-UHFFFAOYSA-N,DG,Lipidomics,,,,,,,,,,,,
733,NOOJQDXMGLPOOA-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
734,NMXDCYBWFBLANN-UHFFFAOYSA-N,PG,Lipidomics,,,,,,,,,,,,
735,AANMTXJQDLBLKC-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
736,ADCOBDZTCWVQTA-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
737,BQRZYTQVMRZUEH-UHFFFAOYSA-N,DG,Lipidomics,,,,,,,,,,,,
738,MVAGPZSVOSGBMR-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
739,NHCUHDJVBAQLLF-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
740,BCTKSOAYEOXOCZ-UHFFFAOYSA-N,PG,Lipidomics,,,,,,,,,,,,
741,XUHVABFATKKZHB-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
742,OFSUXLAUPGKXPT-UHFFFAOYSA-N,CL,Lipidomics,,,,,,,,,,,,
743,FBFWDBGUSMGXPI-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
744,PEXGRCUXERBKMO-UHFFFAOYSA-N,DG,Lipidomics,,,,,,,,,,,,
745,WHSWXEYWNPTUPW-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
746,GLKWVCJIQVMKME-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
747,KJFDHWRTTLJWPG-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
748,KGLAHZTWGPHKFF-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
749,CDPGTJRMESRMBM-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
750,XVKABIPRYODIOB-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
751,MDCUASFVKLEFPW-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
752,GTEUKLVYQXBQGG-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
753,LROZICDCGXRFNA-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
754,NPCZZYKITFKRQZ-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
755,CYYSIXOYWJUAHH-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
756,JQDZNNGLPKOKJE-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
757,MTZOYTZXXAANDJ-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
758,SDNYRTVJOFMYIW-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
759,MNIIIFCZYFUWDK-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
760,FPHAZHKZJQOPBU-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
761,IDBHHLONPONREV-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
762,CRAKBYXKEQVYKV-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
763,LGFFKFJGLYEVCI-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
764,XGZVRASBCZTHNO-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
765,CDKITPQUODTFLF-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
766,FMHFZIDTIQEZJJ-UHFFFAOYSA-N,BMP,Lipidomics,,,,,,,,,,,,
767,YKYBJYBGJSSOPS-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
768,OJESNYFIPWSOPO-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
769,KMKVIBWZOQACES-UHFFFAOYSA-N,BMP,Lipidomics,,,,,,,,,,,,
770,BLCZYFJCJSWQSD-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
771,VESVDAJIPQIOEH-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
772,GGSSNEAFVQRIHU-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
773,IROBMFCTFLLGLQ-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
774,NIBMDPFMDDQNNX-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
775,JANQFWBJLPHERR-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
776,DFCBOWJIHNPXMG-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
777,BKYFYTWRHSATEA-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
778,SVAWBZCMYOCWAS-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
779,IMPMCCKWZKDAGE-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
780,GEIIXKWYIBANGA-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
781,UTEQTZMSLZVDRN-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
782,NGPHUAVENUDDAO-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
783,OMGUWQWBDLPKCU-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
784,XFBQQSLGCORCGH-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
785,NPELAMJIYLFQEL-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
786,YENIPJIBADSGOP-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
787,CTYHEFNQFHZLTL-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
788,WNGNQJVTTOEUDY-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
789,XVUQPQHEPXKWNS-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
790,NSPUDLQBMLPYGF-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
791,UYSVRXBTRWJRBF-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
792,QEDYDAHKODHMGH-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
793,GNADFLWMYUNMMR-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
794,VQQYLRVDQYUPMC-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
795,CNGSOZKJBWHOEG-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
796,OEJXMJPFOHYSIU-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
797,DLTKHZSJDRZTDM-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
798,FPUBLSPUCGHELU-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
799,YBEMGRPVONAHOT-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
800,PJHDLKOEJMDTBE-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
801,ZPKRSKXEYVFKJW-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
802,JCVFZHFBLDWEFA-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
803,QHPDGSFYNQHVMI-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
804,PDBKDGCDDSHRCX-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
805,DHDAMQPBPJWJEI-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
806,CVDYOYNJWLXMAW-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
807,DJVOKHFQPGWUPK-UHFFFAOYSA-N,PI,Lipidomics,,,,,,,,,,,,
808,AXVGZIXJRNVIFD-UHFFFAOYSA-N,SM,Lipidomics,,,,,,,,,,,,
809,LWPNHBLSKDHCGK-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
810,VTBWUTMZHHJWFO-UHFFFAOYSA-N,TG,Lipidomics,,,,,,,,,,,,
