name,class,VIP,ttest_p,utest_p,FC,fdr_adjust_ttest_p,bonferroni_adjust_utest_p,log2FoldChange,pvalue
TG 48:3|TG 14:0_16:1_18:2,TG,1.47896567,0.000582349,0.0003108,2.828388094,0.010749948,0.384149184,1.499980091,0.000582349
TG 50:3|TG 16:0_16:1_18:2,TG,1.407965349,0.000604326,0.000621601,1.925333994,0.010749948,0.768298368,0.945108737,0.000604326
TG 52:7|TG 18:2_18:2_16:3,TG,1.562586475,0.000618492,0.001243201,2.120307225,0.010749948,1,1.084273321,0.000618492
TG 55:4|TG 18:1_19:1_18:2,TG,1.177353017,0.000619999,0.000621601,2.153858154,0.010749948,0.768298368,1.106923242,0.000619999
TG 53:4|TG 17:1_18:1_18:2,TG,1.630099828,0.000626211,0.0003108,2.40308706,0.010749948,0.384149184,1.264888916,0.000626211
TG 51:2|TG 15:0_17:1_19:1,TG,1.359617605,0.00090621,0.0003108,2.04585814,0.013659451,0.384149184,1.032706112,0.00090621
TG 46:1|TG 14:0_16:0_16:1,TG,1.409158002,0.001163851,0.0003108,2.622981136,0.015636091,0.384149184,1.391207432,0.001163851
TG 48:4|TG 16:0_16:0_16:4,TG,1.127338238,0.001255556,0.0003108,2.847986606,0.016165279,0.384149184,1.509942361,0.001255556
TG 55:3|TG 19:0_18:1_18:2,TG,1.434283763,0.001353643,0.001243201,1.932833773,0.017072477,1,0.950717569,0.001353643
TG 46:2|TG 12:0_16:0_18:2,TG,1.466491097,0.001507306,0.0003108,2.987167955,0.018087668,0.384149184,1.578778356,0.001507306
TG 48:1|TG 14:0_16:0_18:1,TG,1.330112808,0.001591009,0.001243201,1.664877734,0.018870893,1,0.735416232,0.001591009
TG 54:5|TG 16:0_18:1_20:4,TG,1.456702656,0.001633645,0.002175602,1.5021845,0.018870893,1,0.587062017,0.001633645
TG 55:5|TG 18:1_19:1_18:3,TG,1.134334358,0.001816045,0.003729604,2.095560319,0.020395814,1,1.067336049,0.001816045
TG 60:3|TG 16:0_24:0_20:3,TG,1.213173088,0.001840023,0.002175602,2.278417089,0.020395814,1,1.188031872,0.001840023
TG 51:1|TG 16:0_17:0_18:1,TG,1.379025089,0.001863198,0.002175602,1.867794168,0.020395814,1,0.901335478,0.001863198
TG 51:3|TG 17:1_17:1_17:1,TG,1.216715046,0.001864666,0.005905206,2.28965437,0.020395814,1,1.195129836,0.001864666
TG 48:4|TG 14:1_16:1_18:2,TG,1.584057799,0.001999975,0.0003108,3.218077559,0.021495388,0.384149184,1.686199097,0.001999975
TG 44:1|TG 12:0_16:0_16:1,TG,1.41414528,0.002229249,0.000621601,3.113470823,0.022665141,0.768298368,1.638523759,0.002229249
TG 44:1|TG 10:0_16:0_18:1,TG,1.138601425,0.002361628,0.005905206,2.259346655,0.02373148,1,1.175905643,0.002361628
TG 54:5;O|TG 18:1_18:2_18:2;O,TG,1.709401992,0.00244314,0.0003108,3.142627368,0.02406183,0.384149184,1.651971217,0.00244314
TG 43:1|TG 9:0_16:0_18:1,TG,1.334949452,0.002452905,0.000621601,3.237179157,0.02406183,0.768298368,1.694737212,0.002452905
TG 58:2|TG 18:0_20:1_20:1,TG,1.12795274,0.002579789,0.002175602,2.223351714,0.025107241,1,1.152736188,0.002579789
TG 43:2|TG 9:0_16:0_18:2,TG,1.487724651,0.002702496,0.0003108,3.403131275,0.025694505,0.384149184,1.766862804,0.002702496
TG 57:4|TG 19:0_18:1_20:3,TG,1.167620376,0.003154059,0.001243201,1.768240065,0.028877159,1,0.822314155,0.003154059
TG 50:2|TG 16:0_16:1_18:1,TG,1.379008521,0.003639832,0.0003108,1.526914367,0.02973103,0.384149184,0.610619155,0.003639832
TG 48:3|TG 14:0_16:0_18:3,TG,1.139941119,0.00375246,0.001243201,2.052812574,0.02973103,1,1.037601912,0.00375246
TG 48:0;O|TG 16:0_16:0_16:0;O,TG,1.766659107,0.003790624,0.001445781,5.409844772,0.029810411,1,2.435587199,0.003790624
TG 44:2|TG 14:0_14:1_16:1,TG,1.738679229,0.003810716,0.001403482,2.897502797,0.029810411,1,1.534810054,0.003810716
TG 52:4;O|TG 16:0_18:2_18:2;O,TG,1.730831166,0.003843873,0.0003108,3.9473753,0.02988067,0.384149184,1.980893691,0.003843873
TG 52:3;O2|TG 16:0_18:1_18:2;O2,TG,1.552508116,0.004031512,0.0003108,4.250916808,0.030582366,0.384149184,2.087774025,0.004031512
TG 55:2|TG 16:0_19:1_20:1,TG,1.096839687,0.004188953,0.003729604,2.122663375,0.030972927,1,1.085875598,0.004188953
TG 55:3|TG 17:0_18:0_20:3,TG,1.174979579,0.004330512,0.009324009,1.970459371,0.030972927,1,0.978532003,0.004330512
TG 52:3|TG 16:0_18:1_18:2,TG,1.458915344,0.004519127,0.001243201,1.431007584,0.031917951,1,0.517031318,0.004519127
TG 50:3;O|TG 16:0_16:1_18:2;O,TG,1.721276776,0.004998267,0.0003108,4.618755073,0.034669754,0.384149184,2.207504044,0.004998267
TG 40:2|TG 10:0_12:0_18:2,TG,1.354293864,0.005020943,0.0003108,3.475194586,0.034669754,0.384149184,1.797093761,0.005020943
TG 56:3|TG 18:0_18:0_20:3,TG,1.231337589,0.005199775,0.003729604,1.646064571,0.03492892,1,0.71902093,0.005199775
TG 58:4|TG 18:1_22:1_18:2,TG,1.383260538,0.005423576,0.003729604,1.451370793,0.035847809,1,0.537416143,0.005423576
TG 50:2;O|TG 16:0_16:0_18:2;O,TG,1.678514565,0.005749326,0.0003108,3.981639606,0.036255954,0.384149184,1.993362643,0.005749326
TG 44:2|TG 10:0_16:0_18:2,TG,1.449702255,0.0060764,0.0003108,3.603087119,0.037224048,0.384149184,1.849233535,0.0060764
TG 62:8|TG 18:0_22:4_22:4,TG,1.542170808,0.006083542,0.001243201,0.284291113,0.037224048,1,-1.814559093,0.006083542
TG 46:3|TG 14:1_16:1_16:1,TG,1.472577116,0.006363479,0.000621601,3.477799314,0.037974516,0.768298368,1.798174684,0.006363479
TG 55:6|TG 18:2_18:2_19:2,TG,1.414953642,0.006390533,0.005905206,1.666012031,0.037974516,1,0.736398819,0.006390533
TG 57:3|TG 21:0_18:1_18:2,TG,1.221502777,0.006502086,0.003729604,1.678157362,0.038276006,1,0.746878005,0.006502086
TG 53:2|TG 17:0_18:0_18:2,TG,1.143084369,0.006528401,0.003729604,1.900791986,0.038276006,1,0.926600659,0.006528401
TG 36:0|TG 10:0_12:0_14:0,TG,1.274043628,0.006594281,0.001243201,4.011259107,0.038276006,1,2.00405516,0.006594281
TG 53:1|TG 17:0_18:0_18:1,TG,0.986311185,0.006988243,0.003729604,2.004128719,0.039138213,1,1.002975171,0.006988243
TG 41:1|TG 13:0_14:0_14:1,TG,1.418626163,0.007363644,0.0003108,4.656009679,0.040658018,0.384149184,2.219094057,0.007363644
TG 40:0|TG 10:0_14:0_16:0,TG,1.414350029,0.007810773,0.0003108,3.665049786,0.041480207,0.384149184,1.873832796,0.007810773
TG 52:5;O|TG 18:2_19:2_15:1;O,TG,1.572906115,0.00834591,0.0003108,4.074312581,0.042981437,0.384149184,2.026556668,0.00834591
TG 42:2|TG 8:0_16:0_18:2,TG,1.172010194,0.00906786,0.0003108,4.291221175,0.04442925,0.384149184,2.101388261,0.00906786
TG 55:2|TG 19:0_18:1_18:1,TG,1.246371741,0.00909695,0.009324009,1.663078035,0.04442925,1,0.733855864,0.00909695
TG 56:3|TG 20:0_18:1_18:2,TG,1.340636883,0.009130283,0.009324009,1.496575806,0.04442925,1,0.581665358,0.009130283
TG 42:1|TG 10:0_16:0_16:1,TG,1.380156514,0.010722393,0.0003108,3.978395187,0.049451035,0.384149184,1.992186591,0.010722393
TG 24:0|TG 8:0_8:0_8:0,TG,1.224211053,0.011170146,0.013986014,0.861008893,0.05048968,1,-0.215899957,0.011170146
TG 53:4|TG 17:0_17:0_19:4,TG,1.082158647,0.01126879,0.020512821,2.297832166,0.05048968,1,1.200273427,0.01126879
TG 56:1|TG 16:0_22:0_18:1,TG,1.051388686,0.011370524,0.028904429,2.617594215,0.050703096,1,1.388241465,0.011370524
TG 58:3|TG 16:0_20:0_22:3,TG,1.0584261,0.011404094,0.003729604,2.051593052,0.050703096,1,1.03674459,0.011404094
TG 54:6;O|TG 18:1_18:2_18:3;O,TG,1.45519143,0.011832767,0.001243201,2.582310925,0.05204733,1,1.36866272,0.011832767
TG 48:1;O|TG 16:0_16:1_16:0;O,TG,1.581418483,0.011990048,0.0003108,8.036706455,0.052289917,0.384149184,3.006604388,0.011990048
TG 38:0|TG 10:0_12:0_16:0,TG,1.349437319,0.012007637,0.000621601,4.874688736,0.052289917,0.768298368,2.285310101,0.012007637
TG 54:4;O|TG 18:1_18:2_18:1;O,TG,1.489055915,0.012369825,0.001243201,3.058575495,0.053272138,1,1.612859887,0.012369825
TG 51:1|TG 16:0_16:0_19:1,TG,1.084583012,0.012458287,0.020512821,1.826153671,0.053385611,1,0.868808173,0.012458287
TG 40:1|TG 10:0_12:0_18:1,TG,1.354782738,0.012828648,0.0003108,4.532448532,0.0542516,0.384149184,2.180290638,0.012828648
TG 56:4|TG 18:1_20:1_18:2,TG,1.344531873,0.013199728,0.028904429,1.284755164,0.0549322,1,0.361493451,0.013199728
TG 50:2;O|TG 16:0_18:1_16:1;O,TG,1.661175035,0.013665921,0.0003108,5.933565499,0.055930724,0.384149184,2.568899286,0.013665921
TG 50:4|TG 14:0_18:1_18:3,TG,0.849606169,0.015498003,0.003729604,1.749384359,0.06047504,1,0.8068473,0.015498003
TG 47:0|TG 15:0_16:0_16:0,TG,1.185608391,0.016700251,0.013986014,1.806283175,0.063426431,1,0.853024085,0.016700251
TG 55:5|TG 19:1_18:2_18:2,TG,1.142870047,0.016780294,0.028904429,2.020602447,0.063426431,1,1.014785499,0.016780294
TG 60:8|TG 18:1_20:3_22:4,TG,1.196475929,0.017626322,0.013986014,0.490440732,0.065227946,1,-1.027849292,0.017626322
TG 52:2|TG 16:0_18:0_18:2,TG,1.26374365,0.017885598,0.020512821,1.371121387,0.065989847,1,0.455356301,0.017885598
TG 50:1;O|TG 16:0_16:0_18:1;O,TG,1.609662465,0.020191212,0.0003108,6.342190163,0.070898686,0.384149184,2.664981136,0.020191212
TG 59:4|TG 18:1_23:1_18:2,TG,1.02001171,0.020504955,0.020512821,1.561961508,0.071593571,1,0.643358901,0.020504955
TG 52:3;O|TG 16:0_18:1_18:2;O,TG,1.585925252,0.020829369,0.0003108,3.886101298,0.071796505,0.384149184,1.958323508,0.020829369
TG 52:2;O|TG 16:0_18:1_18:1;O,TG,1.439455527,0.022791152,0.000621601,5.17276494,0.075001657,0.768298368,2.370935634,0.022791152
TG 50:1|TG 16:0_16:0_18:1,TG,1.154925556,0.02634681,0.020512821,1.319738567,0.081208622,1,0.400252168,0.02634681
TG 64:6|TG 18:1_24:1_22:4,TG,1.049324602,0.030395428,0.04009324,0.597753895,0.089025472,1,-0.74237647,0.030395428
TG 53:1|TG 16:0_19:0_18:1,TG,1.076111262,0.0316005,0.028904429,1.582235086,0.090833064,1,0.661963969,0.0316005
TG 52:5|TG 16:1_18:1_18:3,TG,1.047936139,0.032078527,0.002175602,1.474419356,0.091568267,1,0.560146915,0.032078527
TG 56:2|TG 16:0_16:0_24:2,TG,1.039038364,0.032181377,0.028904429,1.686317789,0.091650189,1,0.75387644,0.032181377
TG 53:4;O2|TG 18:1_18:1_17:2;O2,TG,1.175702061,0.035224455,0.054079254,1.775096304,0.097836914,1,0.827897297,0.035224455
TG 54:4|TG 16:0_18:1_20:3,TG,1.263256098,0.037334077,0.093861694,1.281829073,0.10164079,1,0.358203897,0.037334077
TG 50:3|TG 16:0_16:0_18:3,TG,0.980026968,0.038840306,0.028904429,1.403475808,0.104589582,1,0.489004196,0.038840306
TG 54:2|TG 16:0_20:0_18:2,TG,1.13092439,0.042420852,0.093861694,1.420385712,0.111014525,1,0.506282753,0.042420852
TG 60:9|TG 20:3_20:3_20:3,TG,1.149096535,0.043662806,0.04009324,0.603827407,0.112988759,1,-0.727791855,0.043662806
TG 44:0|TG 14:0_14:0_16:0,TG,0.925578408,0.043707239,0.072105672,1.627602115,0.112988759,1,0.70274806,0.043707239
TG 52:1|TG 18:0_18:0_16:1,TG,0.961667351,0.046121576,0.028904429,1.362439717,0.117883034,1,0.446192397,0.046121576
